id,text,created_at,processed_text,cluster
1204241123964792833,@BigBoobiesAngie @HotnsxyJessie Wow I love it babe yumeeeeeeeeeee delicious ♥️😈😍🌹🥰,2019-12-10 03:27:12,bigboobiesangie hotnsxyjessie wow i love it babe yumee delicious,45
1203409218449084418,@orvermex Wow I love it babe yumeeeeeeeeeee delicious 🌹😍👅♥️😈,2019-12-07 20:21:30,orvermex wow i love it babe yumee delicious,45
1207515268622237696,RT @NBCNews: Analysis: President Trump pays a historic price for doing business his way: Impeachment. https://t.co/Yzj172wFNn,2019-12-19 04:17:29,nbcnews analysis president trump pays a historic price for doing business his way impeachment,46
1204843412370780160,Insurance Companies Ask Supreme Court For $12 Billion In Obamacare Losses | The Daily Caller https://t.co/4nmqYnTnDw,2019-12-11 19:20:29,insurance companies ask supreme court for billion in obamacare losses the daily caller,46
1201941259222425602,Pollak: Four Questions Republicans Should Ask Impeachment Experts at First Judiciary Hearing https://t.co/a1IULJXa9O via @BreitbartNews,2019-12-03 19:08:21,pollak four questions republicans should ask impeachment experts at first judiciary hearing via breitbartnews,46
1204474986095730688,"RT @washingtonpost: Perspective: A stunning indictment of the U.S. health-care system, in one chart https://t.co/s9GsPt4XTE",2019-12-10 18:56:29,washingtonpost perspective a stunning indictment of the u.s. healthcare system in one chart,46
1207274000545669120,Santa's Home Accessibility | Aging In Place Resources #aging #women #holiday #seniors  https://t.co/HudBFX3zdY,2019-12-18 12:18:46,santa s home accessibility aging in place resources aging women holiday seniors,47
1207021433269997569,@JoyceWhiteVance Speaking a gift wrapping -- have you seen this? 😁https://t.co/OwcMXtXfOE,2019-12-17 19:35:09,joycewhitevance speaking a gift wrapping have you seen this,48
1207898176595709958,"RT @Franklin_Graham: “Turn to me and be saved, all the ends of the earth!  For I am God, and there is no other.” (Isaiah 45:22)",2019-12-20 05:39:01,franklin_graham turn to me and be saved all the ends of the earth for i am god and there is no other isaiah,49
1211430739926872065,"RT @BillyGraham: ""Make it your goal to become more like Christ by refusing to let sin have its way, and pursuing instead that which is pure…",2019-12-29 23:36:10,billygraham make it your goal to become more like christ by refusing to let sin have its way and pursuing instead that which is pure,50
1208975570937270273,Blessing your timeline with your cuteness. https://t.co/BnkSvDRI67,2019-12-23 05:00:12,blessing your timeline with your cuteness,51
1205162503983910912,"Yes! Love the beauty, the art, of these new signs! https://t.co/XxnLb50YwV",2019-12-12 16:28:26,yes love the beauty the art of these new signs,52
1202203675776540672,"Idealism comes from both hope and promise, so refine and polis... More for Pisces https://t.co/wPAgsdCZBY",2019-12-04 12:31:06,idealism comes from both hope and promise so refine and polis more for pisces,52
1210554478761349120,Kyle thanks for taking the time to tell Jake and Tye’s story. 1st year at Clemson and on a team playing the Buckeye… https://t.co/mpGB7YqtAc,2019-12-27 13:34:13,kyle thanks for taking the time to tell jake and tye s story year at clemson and on a team playing the buckeye,53
1203566151118143488,Who will coach #TigerHighSchool after #mikenorvell leaves for #FSU. I hope it’s Lyle Allen’s job now,2019-12-08 06:45:06,who will coach tigerhighschool after mikenorvell leaves for fsu i hope it s lyle allen s job now,53
1090848030268579840,".@coveredca also spent $100 million on advertising. Mandates aren't the answer, and advertising isn't the answer. A… https://t.co/8QF4dohAHZ",2019-01-31 05:43:32,also spent million on advertising mandates are not the answer and advertising is not the answer a,54
1208436614877323267,@Daniel_3747 Thanks for The Love. #PushLetsGo #ShowUpShowOut,2019-12-21 17:18:35,thanks for the love pushletsgo showupshowout,55
1205930218529153025,@TRVSTworld Thanks for The Love. #PushLetsGo #ShowUpShowOut,2019-12-14 19:19:03,trvstworld thanks for the love pushletsgo showupshowout,55
1202961454158270465,Not to mention all the other medications people with chronic conditions might need that insurances might abruptly t… https://t.co/nwuzoinsbk,2019-12-06 14:42:15,not to mention all the other medications people with chronic conditions might need that insurances might abruptly t,56
1204475417702350849,An estimated 80% of #medicalbills contain errors that can cost you money. Avoid overpaying by following these 6 sim… https://t.co/iyYCXPqp2U,2019-12-10 18:58:12,an estimated % of medicalbills contain errors that can cost you money avoid overpaying by following these sim,56
1211391488371908610,"Patients struggling with diabetes shouldn’t have to pay over-inflated rates for their insulin, but patients with ot… https://t.co/egoO8z7ao3",2019-12-29 21:00:12,patients struggling with diabetes should not have to pay overinflated rates for their insulin but patients with ot,56
1206930476990173186,RT @horizonshirai: god i love her so fucking much https://t.co/euJUgJ0bgh,2019-12-17 13:33:44,horizonshirai god i love her so fucking much,57
1209153752608854017,Hey. For the last time - that room is not for you to make phone calls. Its not sound proof - I HEAR EVERYTHING. The… https://t.co/hd4o62Bs27,2019-12-23 16:48:14,hey for the last time that room is not for you to make phone calls its not sound proof i hear everything the,58
1020745312351268866,Can't get a good night's sleep? These medications may be the cause of your night terrors and nightmares. https://t.co/pY5KZrILFL,2018-07-21 19:00:21,ca not get a good night s sleep these medications may be the cause of your night terrors and nightmares,59
1205206571103469571,RT @ColMorrisDavis: I’ve testified before the House Armed Services Committee a few times and I hope to serve on it in 2021 ... with your he…,2019-12-12 19:23:32,colmorrisdavis i ve testified before the house armed services committee a few times and i hope to serve on it in with your he,60
1201664378560495616,RT @RepGosar: Always enjoy talking with America’s veterans. This morning in Prescott we discussed ways to improve healthcare for our vetera…,2019-12-03 00:48:08,repgosar always enjoy talking with america s veterans this morning in prescott we discussed ways to improve healthcare for our vetera,60
1209611743611113472,Such an inspirational talk by @apruden08 about his experience of serving in Afghanistan and Iraq and starting his n… https://t.co/cb2ry70675,2019-12-24 23:08:07,such an inspirational talk by about his experience of serving in afghanistan and iraq and starting his n,60
1210023595809878017,I 💞to see him judged by a pain patient tribunal. https://t.co/GbAiIAQucY,2019-12-26 02:24:41,i to see him judged by a pain patient tribunal,60
1206204641459003398,They ignored security guard instructions to turn around at a US military base in Virginia and attempted to evade se… https://t.co/QJntaa3LGD,2019-12-15 13:29:31,they ignored security guard instructions to turn around at a us military base in virginia and attempted to evade se,61
1210497613193084928,@MentalMinx Sword users fight for Grappler Rights,2019-12-27 09:48:15,mentalminx sword users fight for grappler rights,62
1207801993693188097,"“They get hands-on lab experience with real science projects,"" Daryl Davies of @USCSchPharmacy said of the high sch… https://t.co/HCJRP8RoPn",2019-12-19 23:16:49,they get handson lab experience with real science projects daryl davies of uscschpharmacy said of the high sch,63
1204205458199916549,Wednesday is the final live session for #DigitalHealth @TuftsPHOnline - students will present their #DesignThinking… https://t.co/WOcIBDRTIm,2019-12-10 01:05:28,wednesday is the final live session for digitalhealth tuftsphonline students will present their designthinking,63
1205533221250830336,"Top 15 'emerging jobs' for 2020 led by AI, data science, behavioral health &gt; https://t.co/db6EvNsE1X",2019-12-13 17:01:32,top emerging jobs for led by ai data science behavioral health gt,63
1205556529665056770,Could fish oil fight inflammation? https://t.co/ul55a03wV1,2019-12-13 18:34:09,could fish oil fight inflammation,64
1202963093351018497,@sheseemslegit *turns Love Dial to 11*,2019-12-06 14:48:46,sheseemslegit turns love dial to,65
1202645325896286208,@awelab1956 @MarthaBeallMitc love this DWR.,2019-12-05 17:46:04,marthabeallmitc love this dwr,65
1203859187542966273,@SaruNinjaDesu @adamjschmidt What’s an absolute contraindication for CPR? A headless patient. He missed this questi… https://t.co/LhRSeS7O3A,2019-12-09 02:09:31,saruninjadesu adamjschmidt what s an absolute contraindication for cpr a headless patient he missed this questi,66
1204729465588387840,@KerriOberhauser @EdwardTHardy @realDonaldTrump No child can walk into a gun show and purchase a firearm. That’s a… https://t.co/nGQBE4OqjO,2019-12-11 11:47:42,kerrioberhauser edwardthardy realdonaldtrump no child can walk into a gun show and purchase a firearm that s a,66
1205318773517017088,"RT @JoeDRN: @TheRealDoctorT It is heartbreaking that you are cuffed by the system's inefficiency. You suffer, the patients suffer more. You…",2019-12-13 02:49:24,joedrn therealdoctort it is heartbreaking that you are cuffed by the system s inefficiency you suffer the patients suffer more you,66
1203921745909936128,@queerschtein I've luckily never had a bad experience (the worst was just... genuine reactions to scenes even thoug… https://t.co/JVwXxa4uPK,2019-12-09 06:18:06,queerschtein i ve luckily never had a bad experience the worst was just genuine reactions to scenes even thoug,66
1162427062403162112,@no_good_dog @BertShowBert Hi Lawrence – it's up to the insurance company to decide if they'll count it towards a p… https://t.co/fKZYBW7DJB,2019-08-16 18:13:03,no_good_dog bertshowbert hi lawrence it s up to the insurance company to decide if they ll count it towards a p,66
1204182370158555137,@jeffreyabennett not to mention this would impact @AmDiabetesAssn bottom line and other supposed diabetes non profi… https://t.co/hqdQLCyvCI,2019-12-09 23:33:44,jeffreyabennett not to mention this would impact amdiabetesassn bottom line and other supposed diabetes non profi,66
1201051930652336129,"RT @istevejansen: 'Corridor' was composed for a gallery space in Canada where I had a small photo exhibit last year.

I hope you feel bette…",2019-12-01 08:14:29,istevejansen corridor was composed for a gallery space in canada where i had a small photo exhibit last year i hope you feel bette,66
1205586349862129676,The latest The DrillingMaps Daily! https://t.co/yXqTkazsaB Thanks to @MNAgEnergy @AlphWilliams @expoztruth #energy #pollution,2019-12-13 20:32:39,the latest the drillingmaps daily thanks to mnagenergy alphwilliams expoztruth energy pollution,66
1204125588522491909,"The sound of Doug Collins voice should be declared an illegal torture method, along with waterboarding, sleep depri… https://t.co/XNhQMYanKX",2019-12-09 19:48:06,the sound of doug collins voice should be declared an illegal torture method along with waterboarding sleep depri,66
1204200824727060481,"@ImikSabi @ewarren Kentucky is mandating sexual assault of the patient with a vaginal probe.
It's disgusting in itself.",2019-12-10 00:47:04,imiksabi ewarren kentucky is mandating sexual assault of the patient with a vaginal probe it s disgusting in itself,66
1206409319186452481,RT @TedyBruschi: Just not surprised by awful officiating any more.  Numb to it.  Wait till a teams season is ended by it in the playoffs.…,2019-12-16 03:02:50,tedybruschi just not surprised by awful officiating any more numb to it wait till a teams season is ended by it in the playoffs,66
1207311397958406144,The latest https://t.co/2S8A0tRp1c.Daily from @carolharnett ! https://t.co/odFIaxT41Y Thanks to @fitaftercancer… https://t.co/A3nQGuVZxW,2019-12-18 14:47:22,the latest from carolharnett thanks to fitaftercancer,67
1206586628359249920,The latest https://t.co/2S8A0tRp1c.Daily from @carolharnett ! https://t.co/JaTLV1ra2h Thanks to @Upwork #coding #js,2019-12-16 14:47:24,the latest from carolharnett thanks to upwork coding js,67
1201916265503371266,"RT @KrishnaswamyLab: Excited that PHATE, our dimensionality reduction and #dataviz method, is out today in @NatureBiotech! Congrats Kevin M…",2019-12-03 17:29:02,krishnaswamylab excited that phate our dimensionality reduction and dataviz method is out today in naturebiotech congrats kevin m,68
1211701997159747584,Shoutout to @elgatogaming for creating the Stream Deck. This thing is making stream production SO MUCH BETTER!,2019-12-30 17:34:03,shoutout to elgatogaming for creating the stream deck this thing is making stream production so much better,68
1133948812647575552,"RT @PrimeHealthCO: We would love to invite more startups to join us. Past winners include:
@RxRevu 
@CirrusMD 
@Redox 
@Epharmix 

#PHChall…",2019-05-30 04:10:39,primehealthco we would love to invite more startups to join us past winners include rxrevu cirrusmd redox epharmix phchall,68
1210591638021705728,The Problem with “Smart” New Years’ Goals  and why long-term goals beat New Year's resolutions- Nautilus https://t.co/rVekObnke3,2019-12-27 16:01:52,the problem with smart new years goals and why longterm goals beat new year s resolutions nautilus,68
1207300448820039682,"Robert Langer has stepped down from Rubius' board, replaced by Anne Prener, former CEO of Freeline Therapeutics and… https://t.co/JgGNSUq5mi",2019-12-18 14:03:52,robert langer has stepped down from rubius board replaced by anne prener former ceo of freeline therapeutics and,68
1202260160191909888,"VerifyTX - On Demand Instant Insurance Verification - 24/7/365
https://t.co/0Uh1ot6yY1",2019-12-04 16:15:33,verifytx on demand instant insurance verification,69
1207907238351966208,I would love to win https://t.co/u0YdQQ3YyV,2019-12-20 06:15:02,i would love to win,70
1206225752875814912,@MonicaNinoTV @KENS5 Congratulations!,2019-12-15 14:53:24,monicaninotv congratulations,71
1202632117479448576,YES a Good Catholic sharing Christian Fellowship very Positive for the Country https://t.co/IjrpMtAUBv,2019-12-05 16:53:35,yes a good catholic sharing christian fellowship very positive for the country,72
1207670338684903429,"RT @Alhamdhulillaah: You know you love someone, when you pray for them more than you pray for yourself.",2019-12-19 14:33:40,alhamdhulillaah you know you love someone when you pray for them more than you pray for yourself,73
1205292899258159104,"RT @Mimirocah1: Because, Joyce, Russia doesn’t have a corruption problem the way Ukraine does 🤣🙄😠 https://t.co/JNENtiP24o",2019-12-13 01:06:35,because joyce russia does not have a corruption problem the way ukraine does,74
1210368599166246912,#Employers – Considering adding a #wellness program to your company’s benefits offerings in the future? Check out t… https://t.co/KNlHXaHnf6,2019-12-27 01:15:36,employers considering adding a wellness program to your company s benefits offerings in the future check out t,75
1207815671737995266,Huge shout out to @TSA officer at Cleveland airport. I knew the X-ray scanner was going to light up from my compres… https://t.co/T1D7MTVVv4,2019-12-20 00:11:10,huge shout out to tsa officer at cleveland airport i knew the xray scanner was going to light up from my compres,76
1210339235087171584,Have a sparkling evening 🎄🥂❤️ Champagne &amp; cannabis ❇️ 💫 https://t.co/S1FuMf8f1Y,2019-12-26 23:18:55,have a sparkling evening champagne amp cannabis,77
1208586609219821568,Just Grace and mercy... All over her https://t.co/RuN1NXoiLW,2019-12-22 03:14:36,just grace and mercy all over her,78
1203010703533068288,Love to me looks like _________ *fill in the blank*,2019-12-06 17:57:57,love to me looks like fill in the blank,79
1204594392226500608,Boris Johnson said patients should be charged to use NHS services https://t.co/H6NkfoGcrm #VoteLabourDec12 #VoteNotTory #JC4PM,2019-12-11 02:50:58,boris johnson said patients should be charged to use nhs services votenottory,80
1206933839941160965,Jesus is the only way https://t.co/IAIG7dOvca,2019-12-17 13:47:05,jesus is the only way,81
1211171567905824768,"Bill Palmer 🖋️
https://t.co/UVKO3JtGAJ",2019-12-29 06:26:18,bill palmer,82
1211453933622829059,Duplicate any of these important traffic generation processes to attain endless potential customers to willingly ge… https://t.co/9dRJNFN2gb,2019-12-30 01:08:20,duplicate any of these important traffic generation processes to attain endless potential customers to willingly ge,83
1208762566190784514,@curlyandelegant Miss Universe looks like actual royalty. Love that photo of her. So much class but so fierce♥️,2019-12-22 14:53:48,curlyandelegant miss universe looks like actual royalty love that photo of her so much class but so fierce,84
1042581691422924800,We’re giving @PillPack a try. Let’s see how this goes...,2018-09-20 01:10:20,we re giving pillpack a try let s see how this goes,85
1208777357319983104,"“A reward is available for tips that result in arrests.

If you have any information in this case, call 812-837-953… https://t.co/yR4RWHhEjE",2019-12-22 15:52:34,a reward is available for tips that result in arrests if you have any information in this case call,86
1203174338821799936,Walk off the ice with your face in your hands and never return. https://t.co/IH2rIJi6Ay,2019-12-07 04:48:10,walk off the ice with your face in your hands and never return,87
955217178029998082,@GoodRx @Walgreens There was no substitution. The coupon was for the same drug - the generic of a brand-name drug.… https://t.co/acQixyysUq,2018-01-21 23:14:56,goodrx walgreens there was no substitution the coupon was for the same drug the generic of a brandname drug,88
1208403420316614656,"Love waking up early Saturday, realizing it's not a work day, then going back to sleep for a couple of hours. https://t.co/FSL30xe1vy",2019-12-21 15:06:41,love waking up early saturday realizing it s not a work day then going back to sleep for a couple of hours,89
1211394049636274178,The Decades Health Care Winners and Losers  https://t.co/ASEwT8mkxC,2019-12-29 21:10:22,the decades health care winners and losers,90
1203678951840739328,They didn't make this money by providing health care https://t.co/gFcMhPfTZm,2019-12-08 14:13:20,they did not make this money by providing health care,91
1209218831815757827,"RT @Phillip2020Vote: @SpeakerPelosi Nancy, 
Wait as long as it takes till the American people get to witness a fair trial.
We stand by your…",2019-12-23 21:06:50,speakerpelosi nancy wait as long as it takes till the american people get to witness a fair trial we stand by your,92
1205699943991779328,"Where I am right now.
Fucking HATE the “holidays”...
🤬
#aggression #rage #pain #hate #holidays #insanity… https://t.co/JCktdo8SVu",2019-12-14 04:04:02,where i am right now fucking hate the holidays aggression rage pain hate holidays insanity,93
1209500478087802880,The latest mHealth Advocate! https://t.co/psS1UFIrcP #mhealth #digitalhealth,2019-12-24 15:46:00,the latest mhealth advocate mhealth digitalhealth,94
1209189992423026689,Amy Grant Breath of Heaven (Mary's Song) - The Nativity Story https://t.co/xBZHPkK77D via @YouTube,2019-12-23 19:12:14,amy grant breath of heaven mary s song the nativity story via youtube,95
1207846217918615554,"RT @marthamaccallum: TONIGHT on #TheStory my EXCLUSIVE interview with AG Bill Barr on the Durham investigation, Comey, Guiliani, Impeachmen…",2019-12-20 02:12:33,marthamaccallum tonight on thestory my exclusive interview with ag bill barr on the durham investigation comey guiliani impeachmen,96
1202064948437954561,@inadarei @daniel_jacobson @BobBoilen @nprmusic Isn't that the truth!,2019-12-04 03:19:51,inadarei daniel_jacobson bobboilen nprmusic is not that the truth,96
1203035805654159365,"The latest ""Say What?!?!"" https://t.co/1WT3oL7oNy Thanks to @LaborforSPayer @Isarizona @Teamsters #climate #vancouver",2019-12-06 19:37:42,the latest say what thanks to laborforspayer isarizona teamsters climate vancouver,96
1203081541066330112,THANKS FOR THE INK @larsulrich @Metallica @Reagan_Airport #TheAirportHustle 🛩🛩🛩 #KenCenHonors2019 https://t.co/4K3qWD1uKG,2019-12-06 22:39:26,thanks for the ink larsulrich metallica reagan_airport theairporthustle,96
1204184427263213569,"RT @WalshFreedom: I’d love to be on Fox News. I mean, I’m a Republican, challenging a sitting Republican President. You’d think Fox’s prima…",2019-12-09 23:41:54,walshfreedom i d love to be on fox news i mean i m a republican challenging a sitting republican president you d think fox s prima,96
1209001105893380096,"This makes sense to me, I love that song. Full circle to my vampire thing. https://t.co/R4Mh64OI7O",2019-12-23 06:41:40,this makes sense to me i love that song full circle to my vampire thing,97
1206561997548072962,FSUPD surprises heart transplant recipient with a birthday to remember  https://t.co/41LPJq3IzA,2019-12-16 13:09:31,fsupd surprises heart transplant recipient with a birthday to remember,98
1208084653325860864,Would any of these perks talk you into joining a team? https://t.co/UisAWhiBZV,2019-12-20 18:00:01,would any of these perks talk you into joining a team,99
1205948639107047427,RT @roper_93: Ohio lawmaker did not research whether or not reimplanting an ectopic pregnancy was possible before including it in the bill…,2019-12-14 20:32:15,ohio lawmaker did not research whether or not reimplanting an ectopic pregnancy was possible before including it in the bill,100
1205179844562022400,"There really is no debate. If you don't believe in fair elections and want to turn America into Russia, you'll go o… https://t.co/Cx9Q7Z6Vbw",2019-12-12 17:37:20,there really is no debate if you do not believe in fair elections and want to turn america into russia you ll go o,101
1209712686784630784,RT @DannyStricklan7: Does anyone find it funny that the Democrats are calling for everyone to resign that is investigating the corruption i…,2019-12-25 05:49:14,does anyone find it funny that the democrats are calling for everyone to resign that is investigating the corruption i,101
1204077780490690560,"I'm not afraid to stand up to billionaires and corrupt politicians to fight for the big, structural change we need. https://t.co/ptl7TCtXAi",2019-12-09 16:38:08,i m not afraid to stand up to billionaires and corrupt politicians to fight for the big structural change we need,101
1202662477789421569,"RT @lenapple: @JoeBiden Not my first choice by a long shot, but I will vote for Joe Biden, I will campaign for Joe Biden, I will knock door…",2019-12-05 18:54:13,lenapple joebiden not my first choice by a long shot but i will vote for joe biden i will campaign for joe biden i will knock door,101
1202328320517369856,"RT @Phe800: At the pharmacy:
Multiple times a day I have patients leave empty handed after they are told the price of their drug. And these…",2019-12-04 20:46:24,at the pharmacy multiple times a day i have patients leave empty handed after they are told the price of their drug and these,102
1201889037029654528,"RT @WUCFTV: It’s #GivingTuesday, and thanks to our top-notch math skills, we know every gift adds up to making WUCF Central Florida's home…",2019-12-03 15:40:51,wucftv it s givingtuesday and thanks to our topnotch math skills we know every gift adds up to making wucf central florida s home,103
1202001983294578688,Give the gift of reading and comprehension. Help give someone a future! #GivingTuesday #lindamoodbell… https://t.co/8voKet6H7U,2019-12-03 23:09:39,give the gift of reading and comprehension help give someone a future givingtuesday lindamoodbell,103
1201599460482134016,Pack up the family for the ultimate #Christmas experience at these cut-your-own Christmas tree farms near… https://t.co/m2TuWdyvgn,2019-12-02 20:30:10,pack up the family for the ultimate christmas experience at these cutyourown christmas tree farms near,103
1209648453350899714,RT @Franklin_Graham: God’s gift for everyone—the Good News of Christmas!! @FoxNews @FoxFriendsFirst https://t.co/HTpCVH3sCr,2019-12-25 01:34:00,franklin_graham god s gift for everyonethe good news of christmas foxnews foxfriendsfirst,103
1211043118478290944,"@BernieSanders Come #FeelTheBern with us people! It ignites hope and renews both body and soul.
🔥🔥🔥🧙‍♂️🔥🔥🔥",2019-12-28 21:55:54,berniesanders come feelthebern with us people it ignites hope and renews both body and soul,103
707325037318025217,Fever? Sweating? Congestion? All symptoms of overpaying for your prescription drugs. #BlinkHealth can help https://t.co/CSt0o8Vrcb,2016-03-08 22:00:05,fever sweating congestion all symptoms of overpaying for your prescription drugs blinkhealth can help,104
835240205464530946,RT @Bleulake85: @Bleulake85 @blinkhealth Try Blink for your prescriptions.  You probably won't go back to those $45.00 copays for generics…,2017-02-24 21:29:17,blinkhealth try blink for your prescriptions you probably wo not go back to those copays for generics,104
1207897100974845954,"RT @gatorfun1: LIAR👉Pelosi Falsely Claims Impeachment Received Bipartisan Support, 0 votes from conservatives 

@GOP @LindseyGrahamSC @Real…",2019-12-20 05:34:45,liarpelosi falsely claims impeachment received bipartisan support votes from conservatives gop lindseygrahamsc real,105
1206198463043641344,We need to help keep these parents in Southern FL w/Daughter whose been in induced coma/vent.Not much improvement b… https://t.co/5KFLBPmxpr,2019-12-15 13:04:58,we need to help keep these parents in southern fl wdaughter whose been in induced comavent.not much improvement b,106
1205632242195800064,"Experts say to shovel snow only if you're physically fit enough to do so, and don't forget to stretch beforehand an… https://t.co/5wfHZoVq30",2019-12-13 23:35:00,experts say to shovel snow only if you re physically fit enough to do so and do not forget to stretch beforehand an,107
1100476066349514752,@NAU_us @mattdfisk Glad to hear your pharmacy recommended shopping around for lower prices!,2019-02-26 19:21:54,nau_us mattdfisk glad to hear your pharmacy recommended shopping around for lower prices,108
1208093786049564672,@Smashbox No #BlackFriday discount is worth the hellish online shopping experience you subject your customers to. R… https://t.co/YevZlHv3CD,2019-12-20 18:36:18,smashbox no blackfriday discount is worth the hellish online shopping experience you subject your customers to r,108
1203793030278463489,"Apt reply for any Tories canvassing you on health matters. 😂😂😂

#MagicNurseTree https://t.co/GMhHrR9Hhg",2019-12-08 21:46:38,apt reply for any tories canvassing you on health matters magicnursetree,108
1022610323189059590,"Hey @GoodRx, do you have a partnership with QuickCare pharmacy?",2018-07-26 22:31:14,hey goodrx do you have a partnership with quickcare pharmacy,108
1209597507614978048,"Unwanted fat is definitely unhealthy in support of our physical shape, some of the worries revealed on this  online… https://t.co/GniErQcvB0",2019-12-24 22:11:33,unwanted fat is definitely unhealthy in support of our physical shape some of the worries revealed on this online,109
1202068235769634816,"You'd think if you were trying to bust myths about #MedicinalCannabis, you would avoid taglines that include the wo… https://t.co/B2Hmv9qsD1",2019-12-04 03:32:55,you d think if you were trying to bust myths about medicinalcannabis you would avoid taglines that include the wo,110
1204492303706013697,Could the makeup inside your bag be putting your health at risk?  Check out this article to find out why cleaning y… https://t.co/kFZBj4sxv6,2019-12-10 20:05:18,could the makeup inside your bag be putting your health at risk check out this article to find out why cleaning y,110
1205495423470899201,"The lengths PE would go to protect its privacy: ""If anyone at Cerberus has his picture in the paper and a picture o… https://t.co/Vbzg4SF57w",2019-12-13 14:31:20,the lengths pe would go to protect its privacy if anyone at cerberus has his picture in the paper and a picture o,110
989232740896788480,You'd be surprised how many things you can treat with telemedicine now https://t.co/ZEtvTrMGh9,2018-04-25 20:00:39,you d be surprised how many things you can treat with telemedicine now,110
1096586214226968576,Not all NSAIDs are created equal. Here's how two popular NSAIDs compare in terms of risks and effectiveness. https://t.co/V4VhB3hEz8,2019-02-16 01:45:01,not all nsaids are created equal here s how two popular nsaids compare in terms of risks and effectiveness,111
1201545410545963008,Venezuela: U.S. National Security and the Threats of Russia and China  https://t.co/Rht8JjCaPz,2019-12-02 16:55:24,venezuela u.s. national security and the threats of russia and china,112
1203720108251717632,"RT @gabsmashh: T-MINUS 10 MINUTES! listen to me answer the weird questions people keep sending me. and drink beer. 
https://t.co/QMPhMx6tFA",2019-12-08 16:56:52,gabsmashh tminus minutes listen to me answer the weird questions people keep sending me and drink beer,113
1206707187701043200,"RT @RichardEGrant: Took inspiration from the late, great Peter Cushing in @starwars A NEW HOPE to play Allegiant General Pryde in #RiseofSk…",2019-12-16 22:46:27,richardegrant took inspiration from the late great peter cushing in starwars a new hope to play allegiant general pryde in riseofsk,114
1211249067176660994,"RT @bluelivesmtr: Hero Down: CPD Sergeant Joseph 'Joe' Montijo Dies From Heat Stroke Complications

Follow @bluelivesmtr
#BlueLivesMatter #…",2019-12-29 11:34:16,bluelivesmtr hero down cpd sergeant joseph joe montijo dies from heat stroke complications follow bluelivesmtr bluelivesmatter,114
1205588260183040001,@Fallabel What’s dental insurance? That’s amazing,2019-12-13 20:40:14,fallabel what s dental insurance that s amazing,115
997575985364021248,@CarolineBarlow @Walgreens @Walgreens Teamwork makes the dream work 😊,2018-05-18 20:33:43,carolinebarlow walgreens walgreens teamwork makes the dream work,116
1201548272759787521,@kcranews Don't give the pricks the satisfaction.,2019-12-02 17:06:46,kcranews do not give the pricks the satisfaction,117
1209154922970787843,"@Tmcguire_pa As much as you care to bare?!?  🤗 
G'head!",2019-12-23 16:52:53,tmcguire_pa as much as you care to bare ghead,118
1210810989785968640,"The  globalists like NBC, Teen Magazine, etc. pushes prostitution, etc. because people who's  lives  are in chaos a… https://t.co/l9kN1TtJ6e",2019-12-28 06:33:30,the globalists like nbc teen magazine etc pushes prostitution etc because people who s lives are in chaos a,119
1204355102368239616,"“If we learned anything from 2013, it’s that eventually, everything leaks.”

Then why don’t we care more about our… https://t.co/iLTdVBwyWy",2019-12-10 11:00:06,if we learned anything from it s that eventually everything leaks then why do not we care more about our,120
719878460961857536,@johnbrownstein Thank you for your support.  We are doing everything we can-- Stay tuned!,2016-04-12 13:22:54,johnbrownstein thank you for your support we are doing everything we can stay tuned,121
1126137139287207937,@JuliusGivens Thanks for your kind words @JuliusGivens! We've taken them to heart and will continue to do everythin… https://t.co/v2LACqhago,2019-05-08 14:49:51,juliusgivens thanks for your kind words juliusgivens we ve taken them to heart and will continue to do everythin,121
1205884760058454021,Please keep fighting. There is so much quiet support for you. https://t.co/F6qF1WK2TL,2019-12-14 16:18:25,please keep fighting there is so much quiet support for you,121
1206949179488186370,6 Tips to Minimize the Damage of a #Cyberattack --&gt; https://t.co/RCTbEzzazf @ChannelProSMB #cybersecurity https://t.co/7ral1hni44,2019-12-17 14:48:03,tips to minimize the damage of a cyberattack gt channelprosmb cybersecurity,122
1210956256476909568,RT @bebe1969: Bill Barr scares me. Who scares you beside the Orange Buffoon?,2019-12-28 16:10:44,bill barr scares me who scares you beside the orange buffoon,123
1204402438335336448,"I hope I can get @insp_tv on @PrimeVideo when I dump
@Xfinity",2019-12-10 14:08:12,i hope i can get insp_tv on primevideo when i dump xfinity,124
1202044061072445441,My inhaler with insurance? $75. My EpiPens with insurance? $250. Depression screening where they legit ask if I wan… https://t.co/vd1yigTGW7,2019-12-04 01:56:51,my inhaler with insurance my epipens with insurance depression screening where they legit ask if i wan,125
1201549379817086978,"RT @Well_Regulated_: 20 members of our well regulated militia gather to hunt for pheasants. A few of them open fire on a pheasant while ""re…",2019-12-02 17:11:10,well_regulated_ members of our well regulated militia gather to hunt for pheasants a few of them open fire on a pheasant while re,126
1200964349940183040,RT @LordFenrir: D&amp;D with the Drunk Badger Crew was awesome!  Can't wait til next session!  Thanks @AhnaHyouki @BongoLaserworks @Kbooki @Min…,2019-12-01 02:26:28,lordfenrir d ampd with the drunk badger crew was awesome ca not wait til next session thanks ahnahyouki bongolaserworks kbooki min,127
